id1,id2,score,title_similarity,director_similarity,year_similarity,cast_similarity
a3,d907,1.0,1.0,1.0,1.0,1.0
a3,c2063,0.872972972972973,1.0,0.4864864864864865,1.0,0.5
c1122,d285,0.8620967741935484,1.0,0.5806451612903225,1.0,0.25
c2063,d907,0.872972972972973,1.0,0.4864864864864865,1.0,0.5
a4,b3,0.9500000000000001,1.0,1.0,1.0,0.5
a5,b4,0.9750000000000001,1.0,1.0,1.0,0.75
a7,b7,0.9400000000000001,1.0,1.0,1.0,0.4
a7,c1846,0.96,1.0,1.0,1.0,0.6
b7,c1846,0.98,1.0,1.0,1.0,0.8
a9,b10,0.9750000000000001,1.0,1.0,1.0,0.75
a9,d935,1.0,1.0,1.0,1.0,1.0
a9,c2054,0.8770833333333333,1.0,0.625,1.0,0.3333333333333333
b10,d935,0.9750000000000001,1.0,1.0,1.0,0.75
b10,c2054,0.86875,1.0,0.625,1.0,0.25
c2054,d935,0.8770833333333333,1.0,0.625,1.0,0.3333333333333333
a11,b12,0.7250000000000001,1.0,1.0,0.0,0.75
a11,d981,1.0,1.0,1.0,1.0,1.0
b12,d981,0.7250000000000001,1.0,1.0,0.0,0.75
a12,b13,0.7250000000000001,1.0,1.0,0.0,0.75
a13,b14,0.9400000000000001,1.0,1.0,1.0,0.4
a13,d959,1.0,1.0,1.0,1.0,1.0
a13,c1863,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
b14,d959,0.9400000000000001,1.0,1.0,1.0,0.4
b14,c1863,0.98,1.0,1.0,1.0,0.8
c1863,d959,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
a15,b17,0.9750000000000001,1.0,1.0,1.0,0.75
a16,d903,0.9500000000000001,1.0,1.0,1.0,0.5
a17,b19,0.9750000000000001,1.0,1.0,1.0,0.75
a17,d901,1.0,1.0,1.0,1.0,1.0
a17,c1976,0.9500000000000001,1.0,1.0,1.0,0.5
b19,d901,0.9750000000000001,1.0,1.0,1.0,0.75
b19,c1976,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666
b1545,d235,0.9750000000000001,1.0,1.0,1.0,0.75
b1545,c1168,0.9307692307692308,1.0,1.0,1.0,0.3076923076923077
c1168,d235,0.9230769230769231,1.0,1.0,1.0,0.23076923076923078
c1976,d901,0.9500000000000001,1.0,1.0,1.0,0.5
a18,b20,0.9400000000000001,1.0,1.0,1.0,0.4
a18,c2023,0.8785714285714286,1.0,0.5238095238095238,1.0,0.5
b20,c2023,0.8714285714285713,1.0,0.5238095238095238,1.0,0.42857142857142855
a19,b21,0.7875000000000001,1.0,1.0,0.25,0.75
a20,b22,0.7250000000000001,1.0,1.0,0.0,0.75
a21,b23,0.9400000000000001,1.0,1.0,1.0,0.4
a22,b24,0.9750000000000001,1.0,1.0,1.0,0.75
a22,c1832,0.96,1.0,1.0,1.0,0.6
b24,c1832,0.98,1.0,1.0,1.0,0.8
a23,b25,0.7250000000000001,1.0,1.0,0.0,0.75
a24,b26,0.9750000000000001,1.0,1.0,1.0,0.75
a24,c1855,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857
b26,c1855,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a25,b28,0.9450000000000001,1.0,0.8,1.0,0.75
a29,c2037,0.9375,1.0,1.0,1.0,0.375
a30,b32,0.9750000000000001,1.0,1.0,1.0,0.75
a30,c1935,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b32,c1935,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714
a31,b33,0.9750000000000001,1.0,1.0,1.0,0.75
a32,b34,0.9750000000000001,1.0,1.0,1.0,0.75
a32,d1003,1.0,1.0,1.0,1.0,1.0
b34,d1003,0.9750000000000001,1.0,1.0,1.0,0.75
a33,b35,0.9400000000000001,1.0,1.0,1.0,0.4
a34,b36,0.825,1.0,0.0,1.0,0.75
a36,b38,0.9750000000000001,1.0,1.0,1.0,0.75
a37,b39,0.9400000000000001,1.0,1.0,1.0,0.4
a39,b40,0.7250000000000001,1.0,1.0,0.0,0.75
a40,b41,0.7525000000000001,1.0,1.0,0.25,0.4
a42,b43,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a42,c1953,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857
b43,c1953,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a43,b44,0.9750000000000001,1.0,1.0,1.0,0.75
a43,c1881,0.9400000000000001,1.0,1.0,1.0,0.4
b44,c1881,0.96,1.0,1.0,1.0,0.6
a44,b45,0.9,1.0,1.0,1.0,0.0
a286,b280,0.9,1.0,0.8888888888888888,1.0,0.16666666666666666
a45,b46,0.9400000000000001,1.0,1.0,1.0,0.4
a45,c1973,0.9400000000000001,1.0,1.0,1.0,0.4
b46,c1973,1.0,1.0,1.0,1.0,1.0
a46,b48,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a47,b49,0.9750000000000001,1.0,1.0,1.0,0.75
a47,c2059,0.96,1.0,1.0,1.0,0.6
b49,c2059,0.98,1.0,1.0,1.0,0.8
a49,b51,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a50,b52,0.9750000000000001,1.0,1.0,1.0,0.75
a50,c1958,0.9750000000000001,1.0,1.0,1.0,0.75
b52,c1958,0.96,1.0,1.0,1.0,0.6
a51,b53,0.9750000000000001,1.0,1.0,1.0,0.75
a51,c1474,0.9272727272727272,1.0,1.0,1.0,0.2727272727272727
b53,c1474,0.9363636363636364,1.0,1.0,1.0,0.36363636363636365
a54,b56,0.9400000000000001,1.0,1.0,1.0,0.4
a56,b57,0.9,1.0,1.0,1.0,0.0
a56,c1933,0.8642857142857142,1.0,0.6666666666666667,1.0,0.14285714285714285
b57,c1933,0.85,1.0,0.6666666666666667,1.0,0.0
a57,b58,0.9750000000000001,1.0,1.0,1.0,0.75
a58,b59,0.9750000000000001,1.0,1.0,1.0,0.75
a59,b60,0.7250000000000001,1.0,1.0,0.0,0.75
a61,b63,0.9750000000000001,1.0,1.0,1.0,0.75
a62,b62,0.9750000000000001,1.0,1.0,1.0,0.75
a62,d906,1.0,1.0,1.0,1.0,1.0
a62,c1937,0.7928571428571428,1.0,0.0,1.0,0.42857142857142855
b62,d906,0.9750000000000001,1.0,1.0,1.0,0.75
b62,c1937,0.7875,1.0,0.0,1.0,0.375
c1937,d906,0.7928571428571428,1.0,0.0,1.0,0.42857142857142855
a64,c1994,0.8851648351648351,1.0,0.6153846153846154,1.0,0.42857142857142855
a65,b66,0.9750000000000001,1.0,1.0,1.0,0.75
a66,b67,0.9400000000000001,1.0,1.0,1.0,0.4
a69,b70,0.9750000000000001,1.0,1.0,1.0,0.75
a69,c2024,0.7928571428571428,1.0,0.0,1.0,0.42857142857142855
b70,c2024,0.8071428571428572,1.0,0.0,1.0,0.5714285714285714
a71,b71,0.9750000000000001,1.0,1.0,1.0,0.75
a73,b73,0.9,1.0,1.0,1.0,0.0
a74,b74,0.9750000000000001,1.0,1.0,1.0,0.75
a74,c1938,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
b74,c1938,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444
a75,b75,0.7875000000000001,1.0,1.0,0.25,0.75
a76,b76,0.9400000000000001,1.0,1.0,1.0,0.4
a76,c2071,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857
b76,c2071,0.925,1.0,1.0,1.0,0.25
a77,b77,0.8983333333333333,0.9166666666666665,1.0,1.0,0.4
a77,c1945,0.9083333333333333,0.9166666666666665,1.0,1.0,0.5
b77,c1945,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a78,b78,0.9,1.0,1.0,1.0,0.0
a78,c1788,0.8113636363636364,1.0,0.40909090909090906,1.0,0.0
b78,c1788,0.8113636363636364,1.0,0.40909090909090906,1.0,0.0
a79,b79,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a80,b80,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a80,c1892,0.9,1.0,1.0,1.0,0.0
b80,c1892,0.9,1.0,1.0,1.0,0.0
a81,c1868,0.9075,1.0,0.65,1.0,0.6
a82,b82,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a83,b83,0.9500000000000001,1.0,1.0,1.0,0.5
a84,b84,0.7250000000000001,1.0,1.0,0.0,0.75
a85,b85,0.7250000000000001,1.0,1.0,0.0,0.75
a86,c2086,0.9750000000000001,1.0,1.0,1.0,0.75
a87,b87,0.9400000000000001,1.0,1.0,1.0,0.4
a90,b90,0.9750000000000001,1.0,1.0,1.0,0.75
a90,d917,1.0,1.0,1.0,1.0,1.0
b90,d917,0.9750000000000001,1.0,1.0,1.0,0.75
a91,b91,0.9750000000000001,1.0,1.0,1.0,0.75
a911,b847,0.9400000000000001,1.0,1.0,1.0,0.4
a92,b92,0.9750000000000001,1.0,1.0,1.0,0.75
a94,b94,0.9750000000000001,1.0,1.0,1.0,0.75
a94,c1818,0.9750000000000001,1.0,1.0,1.0,0.75
b94,c1818,0.96,1.0,1.0,1.0,0.6
a95,b95,0.9704545454545455,1.0,0.9696969696969697,1.0,0.75
a95,c2133,0.934033613445378,1.0,0.9411764705882352,1.0,0.42857142857142855
b95,c2133,0.9525974025974027,1.0,0.9696969696969697,1.0,0.5714285714285714
a96,b96,0.888888888888889,0.9444444444444444,1.0,1.0,0.16666666666666666
a97,b97,0.9400000000000001,1.0,1.0,1.0,0.4
a97,c1428,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
b97,c1428,0.93,1.0,1.0,1.0,0.3
a98,b98,0.9750000000000001,1.0,1.0,1.0,0.75
a99,b99,0.9750000000000001,1.0,1.0,1.0,0.75
a100,b100,0.9400000000000001,1.0,1.0,1.0,0.4
a100,c2021,0.96,1.0,1.0,1.0,0.6
b100,c2021,0.98,1.0,1.0,1.0,0.8
a101,b101,0.9750000000000001,1.0,1.0,1.0,0.75
a101,c1981,0.9375,1.0,1.0,1.0,0.375
a701,b653,0.9750000000000001,1.0,1.0,1.0,0.75
a701,c3012,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b101,c1981,0.9500000000000001,1.0,1.0,1.0,0.5
b653,c3012,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714
a102,b102,0.9400000000000001,1.0,1.0,1.0,0.4
a102,c1923,0.9500000000000001,1.0,1.0,1.0,0.5
b102,c1923,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a103,b103,0.9750000000000001,1.0,1.0,1.0,0.75
a104,b104,0.7733333333333334,0.6666666666666667,1.0,1.0,0.4
