id1,id2,score,title_similarity,director_similarity,year_similarity,cast_similarity,method,confidence
a3,c907,1.0,1.0,1.0,1.0,1.0,algorithm,
a3,d2063,0.872972972972973,1.0,0.4864864864864865,1.0,0.5,algorithm,
c285,d1122,0.8620967741935484,1.0,0.5806451612903225,1.0,0.25,algorithm,
c907,d2063,0.872972972972973,1.0,0.4864864864864865,1.0,0.5,algorithm,
a4,b3,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a5,b4,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a7,b7,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a7,d1846,0.96,1.0,1.0,1.0,0.6,algorithm,
b7,d1846,0.98,1.0,1.0,1.0,0.8,algorithm,
a9,b10,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a9,c935,1.0,1.0,1.0,1.0,1.0,algorithm,
a9,d2054,0.8770833333333333,1.0,0.625,1.0,0.3333333333333333,algorithm,
b10,c935,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b10,d2054,0.86875,1.0,0.625,1.0,0.25,algorithm,
c935,d2054,0.8770833333333333,1.0,0.625,1.0,0.3333333333333333,algorithm,
a11,c981,1.0,1.0,1.0,1.0,1.0,algorithm,
a13,b14,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a13,c959,1.0,1.0,1.0,1.0,1.0,algorithm,
a13,d1863,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b14,c959,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
b14,d1863,0.98,1.0,1.0,1.0,0.8,algorithm,
c959,d1863,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a15,b17,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a16,c903,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a17,b19,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a17,c901,1.0,1.0,1.0,1.0,1.0,algorithm,
a17,d1976,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b19,c901,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b19,d1976,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
b1545,c235,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b1545,d1168,0.9307692307692308,1.0,1.0,1.0,0.3076923076923077,algorithm,
c235,d1168,0.9230769230769231,1.0,1.0,1.0,0.23076923076923078,algorithm,
c901,d1976,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a18,b20,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a18,d2023,0.8785714285714286,1.0,0.5238095238095238,1.0,0.5,algorithm,
b20,d2023,0.8714285714285713,1.0,0.5238095238095238,1.0,0.42857142857142855,algorithm,
a19,b21,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
a21,b23,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a22,b24,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a22,d1832,0.96,1.0,1.0,1.0,0.6,algorithm,
b24,d1832,0.98,1.0,1.0,1.0,0.8,algorithm,
a24,b26,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a24,d1855,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b26,d1855,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a25,b28,0.9450000000000001,1.0,0.8,1.0,0.75,algorithm,
a29,d2037,0.9375,1.0,1.0,1.0,0.375,algorithm,
a30,b32,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a30,d1935,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b32,d1935,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a31,b33,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a32,b34,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a32,c1003,1.0,1.0,1.0,1.0,1.0,algorithm,
b34,c1003,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a33,b35,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a34,b36,0.825,1.0,0.0,1.0,0.75,algorithm,
a36,b38,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a37,b39,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a40,b41,0.7525000000000001,1.0,1.0,0.25,0.4,algorithm,
a42,b43,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a42,d1953,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b43,d1953,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a43,b44,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a43,d1881,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
b44,d1881,0.96,1.0,1.0,1.0,0.6,algorithm,
a44,b45,0.9,1.0,1.0,1.0,0.0,algorithm,
a286,b280,0.9,1.0,0.8888888888888888,1.0,0.16666666666666666,algorithm,
a45,b46,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a45,d1973,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
b46,d1973,1.0,1.0,1.0,1.0,1.0,algorithm,
a46,b48,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a47,b49,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a47,d2059,0.96,1.0,1.0,1.0,0.6,algorithm,
b49,d2059,0.98,1.0,1.0,1.0,0.8,algorithm,
a49,b51,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a50,b52,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a50,d1958,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b52,d1958,0.96,1.0,1.0,1.0,0.6,algorithm,
a51,b53,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a51,d1474,0.9272727272727272,1.0,1.0,1.0,0.2727272727272727,algorithm,
b53,d1474,0.9363636363636364,1.0,1.0,1.0,0.36363636363636365,algorithm,
a54,b56,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a56,b57,0.9,1.0,1.0,1.0,0.0,algorithm,
a56,d1933,0.8642857142857142,1.0,0.6666666666666667,1.0,0.14285714285714285,algorithm,
b57,d1933,0.85,1.0,0.6666666666666667,1.0,0.0,algorithm,
a57,b58,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a58,b59,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a61,b63,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a62,b62,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a62,c906,1.0,1.0,1.0,1.0,1.0,algorithm,
a62,d1937,0.7928571428571428,1.0,0.0,1.0,0.42857142857142855,algorithm,
b62,c906,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b62,d1937,0.7875,1.0,0.0,1.0,0.375,algorithm,
c906,d1937,0.7928571428571428,1.0,0.0,1.0,0.42857142857142855,algorithm,
a64,d1994,0.8851648351648351,1.0,0.6153846153846154,1.0,0.42857142857142855,algorithm,
