request_id,id1,id2,classic_score,match,confidence,explanation
137d9cf807502417,b2592,d1335,0.749,1,0.8,"Same director and most cast members, but different year and additional cast in Record B"
db4712ed342cac71,a2019,b1782,0.749,1,0.8,"Same title and most cast members, but minor director name variation and year difference"
e5e5dbe5e44dc791,b2715,b2716,0.748,0,0.4,"Same director and year, but different title and mostly different cast"
c0550e1b0d9cdb0f,d2217,d2312,0.748,0,0.6,"Different title and year, but same director and some cast members"
c64044c1638d61a9,a2723,b2488,0.747,0,0.6,"Same title and some cast members, but different director spelling, year and additional cast members"
217fe03d651b56a3,c2509,d171,0.746,1,0.8,"Same title (case insensitive), director, and main cast, but different year and additional cast members in Record B"
c0e4a430262f61c7,a2481,d3128,0.746,1,0.8,"Same title and director, minor year and cast differences"
4256b7a6c7ac707b,c220,d786,0.746,1,0.8,"Same director and main cast, different year and additional cast members"
9490aba994667681,a2708,d1743,0.746,0,0.6,"Similar title and director, but different year and cast"
fbd11035e69172bc,a2128,d151,0.746,1,0.8,"Same title, director, and main cast, but different year and additional cast members in Record B"
fd3cf79cb958180c,b2193,b2194,0.746,0,0.2,Different titles and casts
31c166a19a532b45,b1834,d135,0.746,1,0.8,"Same director and most cast members, but different year and title case"
cd1f7a5659f86160,c317,d773,0.746,1,0.8,"Same director and most cast members, but different year and some cast variations"
468672cdf9cb4433,a735,d2820,0.746,1,0.8,"Same director and mostly same cast, but different year and title case"
c9dd468aac04f046,b2136,d2982,0.746,1,0.8,"Same title, director, and most cast members, but different year and some cast members"
64f58401caef8e1d,b1704,d288,0.746,1,0.8,"Same director and most cast members, but different year and additional cast in Record B"
82c4ac0eb8cff51c,a706,d1369,0.746,1,0.8,"Same director and main cast, minor year difference"
f355c9f20ea073e4,c253,d441,0.746,1,0.8,"Same director and most cast members, but different year and slightly different cast"
1561c6b95b1b1eb1,b2193,d22,0.746,0,0.2,"Different titles and casts, same director and year"
ef61b92972c22c6a,a1078,d2696,0.746,1,0.8,"Same title, director, and partial cast, but different year and additional cast members in Record B"
af315ad332ba5c2d,b2193,c2169,0.746,0,0.2,Different titles and casts
117a496e5e98c3f5,a1082,d2625,0.746,1,0.8,"Similar title and cast, minor director name variation and year difference"
fe5cb7a8d32d09c4,a1152,b2193,0.746,0,0.2,Different titles and casts
babba73175e5276b,a728,d2864,0.746,1,0.8,"Same title and director, similar cast, but different year and additional cast members in Record B"
9ddcdc1748d8fab6,c2301,d133,0.746,1,0.8,"Same title and director, minor cast and year differences"
ca18a643479390e3,a2647,d1667,0.746,1,0.8,"Same director and mostly same cast, but different year and additional cast members in Record B"
5fc2ee6418bdef65,b2716,d1695,0.745,0,0.2,Different title and mostly different cast
54eaa35aacd765fa,a1853,b1626,0.745,1,0.8,"Same title, similar cast and director, minor year and director name variation"
f0005f9525a51a3d,a1833,d281,0.745,1,0.8,"Similar title, director, and main cast, but minor differences in year and additional cast members in Record B"
fa520551276658d0,c4490,c4491,0.744,0,0.2,"Different titles and casts, same director and year"
5685e106aec3ac64,c5701,c5729,0.744,0,0.6,"Same director and year, but different title and partial cast mismatch"
a1c0660893b98831,a2916,b2663,0.744,0,0.2,"Same title, but different director and cast"
5de75a60856ec424,a196,d1791,0.743,0,0.0,Different title and missing attributes in Record B
b78ae263adca1979,b192,d1791,0.743,0,0.0,Different title and missing attributes in Record B
4f405da367e0deeb,a2769,d1557,0.743,1,0.8,"Same director and most cast members, despite minor title and year differences"
a91d6cf6463760de,b2708,d1396,0.743,1,0.8,"Same director and most cast members, but different year"
af990c80f984b288,a2727,d1253,0.743,1,0.8,"Same director and main cast, different year and additional cast members in Record B"
0e9cb20395acb737,c2305,d84,0.743,0,0.0,Different title and director
ef02b7d55ef589da,d1791,d2033,0.743,0,0.2,Different titles
68ce287ad0536a67,a2385,d63,0.743,1,0.8,"Same title and director, minor year difference and additional cast members in Record B"
c98d0ac35e600d34,c2275,d63,0.743,1,0.8,"Same title and director, minor year difference and additional cast members"
6192bf86b1704eec,c613,d1530,0.742,0,0.0,Different title and director
39c59fe4aa2a238c,a2637,d1530,0.742,0,0.0,Different title and director
61399ae51848f778,d1530,d1684,0.742,0,0.0,Different titles and directors
d01a7aeb82413022,b2407,d1530,0.742,0,0.0,Different title and director
ee51fd3db4f2c69c,a1453,b1262,0.742,0,0.2,Different directors and casts
4610faf95c221e06,a941,d2609,0.741,1,0.8,"Same director and cast, different year and slightly different cast list"
f4191d28a6fa60a1,c1376,c1617,0.741,0,0.8,"Similar cast and director, but different title and year"
2b4a6b0370bc9fad,a2303,d19,0.741,1,0.8,"Similar title and director, despite minor differences in year and cast"
c04e633f5e3251ff,c1819,d2471,0.741,1,0.8,"Same director and cast, minor year difference"
637c37f051812e1d,c1817,c1902,0.741,0,0.7,"Different title and year, but same director and cast"
05d475084641f759,a2080,d103,0.741,1,0.8,"Same director and most cast members, but different year and some cast variations"
